stem,date,video_path,tile_time_s,label,era,split,source_batch
CAMHDA301-20220704T001500,2022-07-04,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/04/CAMHDA301-20220704T001500.mp4,540,0,clear,val,clear_window_2021_2022
CAMHDA301-20220704T031500,2022-07-04,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/04/CAMHDA301-20220704T031500.mp4,180,1,clear,val,clear_window_2021_2022
CAMHDA301-20220704T061500,2022-07-04,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/04/CAMHDA301-20220704T061500.mp4,210,1,clear,val,clear_window_2021_2022
CAMHDA301-20220704T091500,2022-07-04,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/04/CAMHDA301-20220704T091500.mp4,210,1,clear,val,clear_window_2021_2022
CAMHDA301-20220704T121500,2022-07-04,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/04/CAMHDA301-20220704T121500.mp4,210,1,clear,val,clear_window_2021_2022
CAMHDA301-20220704T151500,2022-07-04,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/04/CAMHDA301-20220704T151500.mp4,210,1,clear,val,clear_window_2021_2022
CAMHDA301-20220704T181500,2022-07-04,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/04/CAMHDA301-20220704T181500.mp4,210,1,clear,val,clear_window_2021_2022
CAMHDA301-20220704T211500,2022-07-04,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/04/CAMHDA301-20220704T211500.mp4,630,0,clear,val,clear_window_2021_2022
CAMHDA301-20220704T211500,2022-07-04,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/04/CAMHDA301-20220704T211500.mp4,720,0,clear,val,clear_window_2021_2022
CAMHDA301-20220704T211500,2022-07-04,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/04/CAMHDA301-20220704T211500.mp4,210,0,clear,val,clear_window_2021_2022
CAMHDA301-20220704T211500,2022-07-04,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/04/CAMHDA301-20220704T211500.mp4,540,0,clear,val,clear_window_2021_2022
CAMHDA301-20220705T031500,2022-07-05,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/05/CAMHDA301-20220705T031500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220705T061500,2022-07-05,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/05/CAMHDA301-20220705T061500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220705T091500,2022-07-05,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/05/CAMHDA301-20220705T091500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220705T121500,2022-07-05,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/05/CAMHDA301-20220705T121500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220705T151500,2022-07-05,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/05/CAMHDA301-20220705T151500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220705T181500,2022-07-05,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/05/CAMHDA301-20220705T181500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220705T211500,2022-07-05,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/05/CAMHDA301-20220705T211500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220711T001500,2022-07-11,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/11/CAMHDA301-20220711T001500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220711T031500,2022-07-11,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/11/CAMHDA301-20220711T031500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220711T061500,2022-07-11,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/11/CAMHDA301-20220711T061500.mp4,180,1,clear,train,clear_window_2021_2022
CAMHDA301-20220711T091500,2022-07-11,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/11/CAMHDA301-20220711T091500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220711T121500,2022-07-11,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/11/CAMHDA301-20220711T121500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220711T151500,2022-07-11,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/11/CAMHDA301-20220711T151500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220711T181500,2022-07-11,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/11/CAMHDA301-20220711T181500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220711T211500,2022-07-11,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/11/CAMHDA301-20220711T211500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220712T001500,2022-07-12,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/12/CAMHDA301-20220712T001500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220712T031500,2022-07-12,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/12/CAMHDA301-20220712T031500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220712T061500,2022-07-12,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/12/CAMHDA301-20220712T061500.mp4,180,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220712T091500,2022-07-12,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/12/CAMHDA301-20220712T091500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220712T121500,2022-07-12,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/12/CAMHDA301-20220712T121500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220712T151500,2022-07-12,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/12/CAMHDA301-20220712T151500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220712T181500,2022-07-12,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/12/CAMHDA301-20220712T181500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220712T211500,2022-07-12,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/12/CAMHDA301-20220712T211500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220718T001500,2022-07-18,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/18/CAMHDA301-20220718T001500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220718T031500,2022-07-18,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/18/CAMHDA301-20220718T031500.mp4,90,0,clear,train,clear_window_2021_2022
CAMHDA301-20220718T031500,2022-07-18,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/18/CAMHDA301-20220718T031500.mp4,810,0,clear,train,clear_window_2021_2022
CAMHDA301-20220718T031500,2022-07-18,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/18/CAMHDA301-20220718T031500.mp4,450,0,clear,train,clear_window_2021_2022
CAMHDA301-20220718T031500,2022-07-18,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/18/CAMHDA301-20220718T031500.mp4,780,0,clear,train,clear_window_2021_2022
CAMHDA301-20220718T061500,2022-07-18,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/18/CAMHDA301-20220718T061500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220718T091500,2022-07-18,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/18/CAMHDA301-20220718T091500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220718T121500,2022-07-18,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/18/CAMHDA301-20220718T121500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220718T151500,2022-07-18,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/18/CAMHDA301-20220718T151500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220718T181500,2022-07-18,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/18/CAMHDA301-20220718T181500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220718T211500,2022-07-18,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/18/CAMHDA301-20220718T211500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220719T001500,2022-07-19,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/19/CAMHDA301-20220719T001500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220719T031500,2022-07-19,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/19/CAMHDA301-20220719T031500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220719T061500,2022-07-19,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/19/CAMHDA301-20220719T061500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220719T091500,2022-07-19,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/19/CAMHDA301-20220719T091500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220719T121500,2022-07-19,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/19/CAMHDA301-20220719T121500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220719T181500,2022-07-19,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/19/CAMHDA301-20220719T181500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220719T211500,2022-07-19,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/19/CAMHDA301-20220719T211500.mp4,210,1,clear,test,tuesdays_2021_2024
CAMHDA301-20220725T001500,2022-07-25,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/25/CAMHDA301-20220725T001500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220725T031500,2022-07-25,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/25/CAMHDA301-20220725T031500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220725T061500,2022-07-25,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/25/CAMHDA301-20220725T061500.mp4,180,1,clear,train,clear_window_2021_2022
CAMHDA301-20220725T091500,2022-07-25,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/25/CAMHDA301-20220725T091500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220725T121500,2022-07-25,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/25/CAMHDA301-20220725T121500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220725T151500,2022-07-25,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/25/CAMHDA301-20220725T151500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220725T181500,2022-07-25,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/25/CAMHDA301-20220725T181500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220725T211500,2022-07-25,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/25/CAMHDA301-20220725T211500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220726T001500,2022-07-26,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/26/CAMHDA301-20220726T001500.mp4,210,1,clear,val,tuesdays_2021_2024
CAMHDA301-20220726T061500,2022-07-26,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/26/CAMHDA301-20220726T061500.mp4,180,1,clear,val,tuesdays_2021_2024
CAMHDA301-20220726T091500,2022-07-26,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/26/CAMHDA301-20220726T091500.mp4,210,1,clear,val,tuesdays_2021_2024
CAMHDA301-20220726T121500,2022-07-26,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/26/CAMHDA301-20220726T121500.mp4,210,1,clear,val,tuesdays_2021_2024
CAMHDA301-20220726T151500,2022-07-26,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/26/CAMHDA301-20220726T151500.mp4,210,1,clear,val,tuesdays_2021_2024
CAMHDA301-20220726T181500,2022-07-26,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/26/CAMHDA301-20220726T181500.mp4,210,1,clear,val,tuesdays_2021_2024
CAMHDA301-20220726T211500,2022-07-26,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/07/26/CAMHDA301-20220726T211500.mp4,210,1,clear,val,tuesdays_2021_2024
CAMHDA301-20220801T031500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T031500.mp4,450,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T031500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T031500.mp4,330,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T031500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T031500.mp4,810,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T031500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T031500.mp4,150,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T061500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T061500.mp4,750,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T061500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T061500.mp4,480,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T061500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T061500.mp4,690,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T061500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T061500.mp4,330,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T091500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T091500.mp4,630,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T091500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T091500.mp4,330,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T091500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T091500.mp4,240,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T091500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T091500.mp4,30,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T121500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T121500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220801T151500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T151500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220801T181500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T181500.mp4,150,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T181500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T181500.mp4,810,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T181500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T181500.mp4,120,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T181500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T181500.mp4,420,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T211500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T211500.mp4,30,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T211500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T211500.mp4,90,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T211500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T211500.mp4,810,0,clear,train,clear_window_2021_2022
CAMHDA301-20220801T211500,2022-08-01,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/01/CAMHDA301-20220801T211500.mp4,330,0,clear,train,clear_window_2021_2022
CAMHDA301-20220802T001500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T001500.mp4,120,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T001500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T001500.mp4,540,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T001500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T001500.mp4,630,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T001500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T001500.mp4,390,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T031500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T031500.mp4,690,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T031500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T031500.mp4,150,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T031500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T031500.mp4,450,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T031500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T031500.mp4,810,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T061500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T061500.mp4,750,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T061500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T061500.mp4,300,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T061500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T061500.mp4,780,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T061500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T061500.mp4,180,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T091500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T091500.mp4,210,1,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T121500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T121500.mp4,30,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T121500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T121500.mp4,720,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T121500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T121500.mp4,630,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T121500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T121500.mp4,510,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T151500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T151500.mp4,450,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T151500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T151500.mp4,600,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T151500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T151500.mp4,690,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T151500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T151500.mp4,660,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T181500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T181500.mp4,510,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T181500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T181500.mp4,750,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T181500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T181500.mp4,60,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T181500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T181500.mp4,480,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T211500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T211500.mp4,240,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T211500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T211500.mp4,90,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T211500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T211500.mp4,630,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220802T211500,2022-08-02,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/02/CAMHDA301-20220802T211500.mp4,510,0,clear,train,tuesdays_2021_2024
CAMHDA301-20220808T001500,2022-08-08,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/08/CAMHDA301-20220808T001500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220808T031500,2022-08-08,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/08/CAMHDA301-20220808T031500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220808T061500,2022-08-08,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/08/CAMHDA301-20220808T061500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220808T091500,2022-08-08,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/08/CAMHDA301-20220808T091500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220808T121500,2022-08-08,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/08/CAMHDA301-20220808T121500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220808T151500,2022-08-08,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/08/CAMHDA301-20220808T151500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220808T181500,2022-08-08,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/08/CAMHDA301-20220808T181500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220808T211500,2022-08-08,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/08/CAMHDA301-20220808T211500.mp4,210,1,clear,train,clear_window_2021_2022
CAMHDA301-20220809T001500,2022-08-09,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/09/CAMHDA301-20220809T001500.mp4,210,1,clear,val,tuesdays_2021_2024
CAMHDA301-20220809T031500,2022-08-09,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/09/CAMHDA301-20220809T031500.mp4,210,1,clear,val,tuesdays_2021_2024
CAMHDA301-20220809T061500,2022-08-09,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/09/CAMHDA301-20220809T061500.mp4,210,1,clear,val,tuesdays_2021_2024
CAMHDA301-20220809T121500,2022-08-09,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2022/08/09/CAMHDA301-20220809T121500.mp4,210,1,clear,val,tuesdays_2021_2024
